34,37
34,39
34,46
34,56
34,57
34,60
34,63
34,75
34,78
34,83
34,96
35,17
35,24
35,36
35,37
35,38
35,39
35,40
35,48
35,53
35,54
35,56
35,84
35,97
36,2
36,3
36,5
36,6
36,23
36,38
36,39
36,40
36,45
36,48
36,54
36,63
36,64
36,76
36,88
37,3
37,6
37,33
37,36
37,38
37,39
37,40
37,72
38,7
38,8
38,11
38,12
38,16
38,17
38,19
38,34
38,39
38,40
38,56
38,68
38,75
38,82
38,83
39,7
39,8
39,32
39,33
39,46
39,56
39,59
39,71
39,73
39,78
39,86
39,92
39,99
40,8
40,32
40,39
40,67
40,79
40,85
40,96
41,16
41,17
41,26
41,28
41,33
41,35
41,42
41,43
41,44
41,46
41,47
41,48
41,49
41,50
41,71
41,95
42,11
42,31
42,32
42,43
42,45
42,46
42,48
42,49
42,50
42,65
43,21
43,35
43,36
43,44
43,45
43,46
43,47
43,48
43,50
43,93
44,26
44,45
44,47
44,48
44,49
44,60
44,73
45,4
45,10
45,18
45,46
45,47
45,48
45,49
45,50
45,63
45,66
45,75
45,77
45,80
45,87
45,100
46,44
46,47
46,48
46,49
46,50
46,57
46,73
47,16
47,25
47,42
47,49
47,50
47,60
47,78
48,22
48,23
48,25
48,47
48,49
48,54
48,65
48,83
49,1
49,3
49,10
49,43
49,50
49,64
49,87
49,98
50,20
50,23
50,40
50,44
50,48
50,54
50,73
51,30
51,31
51,40
51,52
51,53
51,54
51,55
51,56
51,57
51,58
51,59
51,61
51,62
51,63
51,64
51,65
51,66
51,67
51,68
51,69
51,70
51,74
51,83
51,99
52,35
52,53
52,54
52,56
52,57
52,58
52,59
52,61
52,62
52,63
52,64
52,66
52,67
52,68
52,69
52,70
52,90
52,100
53,7
53,21
53,54
53,55
53,56
53,58
53,59
53,61
53,62
53,63
53,64
53,65
53,66
53,68
53,69
53,70
53,82
53,95
54,19
54,41
54,56
54,57
54,59
54,61
54,62
54,63
54,64
54,65
54,66
54,67
54,68
54,69
54,70
54,91
54,95
55,36
55,40
55,45
55,52
55,54
55,58
55,59
55,61
55,63
55,65
55,68
55,69
55,70
55,86
55,89
55,95
56,32
56,55
56,57
56,58
56,59
56,60
56,61
56,62
56,63
56,65
56,66
56,67
56,68
56,69
56,70
56,96
57,14
57,28
57,35
57,45
57,53
57,61
57,62
57,63
57,64
57,66
57,67
57,68
57,69
57,70
57,100
58,38
58,41
58,54
58,57
58,59
58,61
58,62
58,65
58,66
58,67
58,68
58,69
58,88
59,31
59,60
59,61
59,62
59,63
59,64
59,65
59,66
59,67
59,68
59,69
59,70
59,82
59,89
60,2
60,9
60,36
60,43
60,46
60,52
60,55
60,57
60,58
60,61
60,62
60,63
60,64
60,66
60,67
60,68
60,69
60,70
60,100
61,17
61,64
61,65
61,66
61,67
61,70
61,72
61,74
61,76
61,81
61,86
61,91
61,100
62,16
62,21
62,27
62,31
62,61
62,63
62,64
62,66
62,68
62,70
62,77
62,79
62,83
62,84
62,86
63,9
63,13
63,20
63,61
63,64
63,65
63,66
63,68
63,69
63,70
63,72
63,73
63,76
63,84
63,89
63,90
63,94
64,1
64,5
64,37
64,56
64,65
64,66
64,67
64,68
64,69
64,70
64,78
65,24
65,39
65,62
65,66
65,67
65,68
65,69
65,70
66,17
66,33
66,35
66,68
66,69
66,88
66,96
67,1
67,8
67,20
67,28
67,31
67,42
67,50
67,53
67,63
67,66
67,68
67,69
67,70
67,77
67,95
68,2
68,13
68,29
68,34
68,35
68,48
68,61
68,69
68,70
68,76
68,84
68,92
68,95
69,15
69,32
69,40
69,42
69,46
69,61
69,70
69,77
69,82
69,98
69,100
70,3
70,19
70,23
70,45
70,66
70,72
70,74
70,91
70,92
70,98
71,2
71,6
71,35
71,69
71,72
71,73
71,74
71,75
71,76
71,79
71,80
71,92
72,9
72,13
72,15
72,36
72,58
72,59
72,73
72,74
72,75
72,78
72,79
72,80
73,41
73,51
73,52
73,64
73,74
73,76
73,77
73,78
73,79
73,80
74,22
74,34
74,62
74,67
74,75
74,76
74,79
75,70
75,73
75,76
75,77
75,79
75,80
75,95
76,2
76,17
76,77
76,78
77,37
77,43
77,46
77,51
77,52
77,66
77,68
77,71
77,74
77,78
77,79
78,1
78,71
78,75
78,79
78,80
79,1
79,4
79,57
79,67
79,68
79,76
79,80
79,98
80,14
80,31
80,41
80,47
80,65
80,74
80,76
80,77
81,22
81,33
81,34
81,44
81,58
81,70
81,82
81,83
81,85
81,86
81,87
81,88
81,89
81,90
82,78
82,83
82,85
82,86
82,87
82,88
82,89
82,90
83,16
83,23
83,75
83,84
83,85
83,86
83,88
83,89
83,94
83,95
83,96
84,3
84,16
84,65
84,76
84,79
84,81
84,82
84,85
84,86
84,87
84,88
84,90
84,96
85,25
85,32
85,46
85,49
85,63
85,74
85,86
85,87
85,88
85,89
85,90
86,23
86,29
86,63
86,87
86,88
86,89
86,90
87,21
87,34
87,47
87,83
87,88
87,89
87,90
88,26
88,56
88,89
88,96
89,47
89,84
89,90
90,55
90,68
90,88
91,29
91,37
91,72
91,86
91,92
91,94
91,95
91,98
91,99
92,1
92,2
92,4
92,5
92,6
92,7
92,8
92,10
92,12
92,48
92,64
92,66
92,93
92,95
92,96
92,97
92,98
92,99
92,100
93,2
93,5
93,6
93,7
93,8
93,9
93,10
93,31
93,91
93,94
93,95
93,96
93,97
93,98
93,99
93,100
94,4
94,5
94,8
94,9
94,10
94,92
94,95
94,96
94,97
94,98
94,100
95,5
95,6
95,8
95,10
95,15
95,18
95,30
95,33
95,48
95,96
95,97
95,98
95,99
96,1
96,2
96,3
96,5
96,7
96,8
96,9
96,10
96,21
96,23
96,97
96,99
96,100
97,3
97,5
97,6
97,7
97,10
97,36
97,57
97,64
97,84
97,90
97,91
97,99
97,100
98,4
98,5
98,6
98,7
98,8
98,9
98,10
98,50
98,83
98,96
98,97
98,99
98,100
99,1
99,5
99,7
99,8
99,9
99,10
99,34
99,67
99,94
99,100
100,1
100,2
100,5
100,6
100,7
100,8
100,10
100,39
100,78
100,91
100,95
